ID,Address Complete,Address First Line,Address Street Number,Address Street,Suburb,Council Area,State,Postcode,Lat,Long,Property Type,Occupancy Type,Development Zone,Land Area,Land Use,Beds,Baths,Sales Price,Year Built,Last Sale Date,Agency
16164633,3/54 PARK STREET PASCOE VALE VIC 3044,3/54 PARK STREET ,54,PARK STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72407027,144.92389212,UNIT,Owner Occupied,General Residential Zone - Schedule 1,112,Single Strata Unit/Villa Unit/Townhouse,2.0,1.0,570000.0,2010,2021-10-16,Peter Leahy Real Estate
15454789,4/54 PARK STREET PASCOE VALE VIC 3044,4/54 PARK STREET ,54,PARK STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72407027,144.92389212,UNIT,Rented,General Residential Zone - Schedule 1,160,Strata Unit or Flat  (Unspecified),2.0,1.0,405000.0,2010,2009-12-14,Stockdale & Leggo Glenroy
12483344,3/58 PARK STREET PASCOE VALE VIC 3044,3/58 PARK STREET ,58,PARK STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72373315,144.92387106,UNIT,Owner Occupied,General Residential Zone - Schedule 1,306,Strata Unit or Flat  (Unspecified),3.0,,325000.0,2004,2005-02-08,
16133317,3/60 PARK STREET PASCOE VALE VIC 3044,3/60 PARK STREET ,60,PARK STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72358034,144.92378992,UNIT,Owner Occupied,General Residential Zone - Schedule 1,221,Strata Unit or Flat  (Unspecified),3.0,2.0,420000.0,2013,2009-07-06,
16129383,4/60 PARK STREET PASCOE VALE VIC 3044,4/60 PARK STREET ,60,PARK STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72358034,144.92378992,UNIT,Rented,General Residential Zone - Schedule 1,203,Strata Unit or Flat  (Unspecified),3.0,2.0,425000.0,2000,2009-08-15,
12483354,1/61 PARK STREET PASCOE VALE VIC 3044,1/61 PARK STREET ,61,PARK STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72422229,144.92322785,UNIT,Rented,General Residential Zone - Schedule 1,89,Strata Unit or Flat  (Unspecified),2.0,1.0,96000.0,1970,1990-08-19,
12483358,3/61 PARK STREET PASCOE VALE VIC 3044,3/61 PARK STREET ,61,PARK STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72422229,144.92322785,UNIT,Owner Occupied,General Residential Zone - Schedule 1,91,Strata Unit or Flat  (Unspecified),2.0,1.0,61000.0,1970,1985-08-01,
45902004,62 PARK STREET PASCOE VALE VIC 3044,62 PARK STREET ,62,PARK STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72342759,144.92370863,OTHER,,General Residential Zone - Schedule 1,268,Single Strata Unit/Villa Unit/Townhouse,,,,,,
45902000,1/62 PARK STREET PASCOE VALE VIC 3044,1/62 PARK STREET ,62,PARK STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72342759,144.92370863,UNIT,Owner Occupied,General Residential Zone - Schedule 1,268,Single Strata Unit/Villa Unit/Townhouse,4.0,3.0,920000.0,2019,2019-04-18,Stockdale & Leggo - Glenroy
45902001,2/62 PARK STREET PASCOE VALE VIC 3044,2/62 PARK STREET ,62,PARK STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72342759,144.92370863,UNIT,Owner Occupied,General Residential Zone - Schedule 1,160,Single Strata Unit/Villa Unit/Townhouse,3.0,2.0,890000.0,2019,2021-09-30,Stockdale & Leggo Glenroy
45902002,3/62 PARK STREET PASCOE VALE VIC 3044,3/62 PARK STREET ,62,PARK STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72342759,144.92370863,UNIT,Owner Occupied,General Residential Zone - Schedule 1,161,Single Strata Unit/Villa Unit/Townhouse,3.0,2.0,845000.0,2019,2019-05-29,Stockdale & Leggo Glenroy
45902003,4/62 PARK STREET PASCOE VALE VIC 3044,4/62 PARK STREET ,62,PARK STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72342759,144.92370863,HOUSE,Owner Occupied,General Residential Zone - Schedule 1,175,Single Strata Unit/Villa Unit/Townhouse,3.0,2.0,880000.0,2018,2024-04-26,Stockdale & Leggo Glenroy
43917987,63 PARK STREET PASCOE VALE VIC 3044,63 PARK STREET ,63,PARK STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72406396,144.92317046,OTHER,,General Residential Zone - Schedule 1,196,Single Strata Unit/Villa Unit/Townhouse,,,,,,
15738986,1/63 PARK STREET PASCOE VALE VIC 3044,1/63 PARK STREET ,63,PARK STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72406396,144.92317046,UNIT,Owner Occupied,General Residential Zone - Schedule 1,186,Single Strata Unit/Villa Unit/Townhouse,3.0,2.0,805000.0,2016,2023-11-25,Woodards Pascoe Vale
15811794,2/63 PARK STREET PASCOE VALE VIC 3044,2/63 PARK STREET ,63,PARK STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72406396,144.92317046,UNIT,Rented,General Residential Zone - Schedule 1,196,Strata Unit or Flat  (Unspecified),3.0,1.0,580000.0,2010,2010-06-08,
15566879,3/63 PARK STREET PASCOE VALE VIC 3044,3/63 PARK STREET ,63,PARK STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72406396,144.92317046,UNIT,Rented,General Residential Zone - Schedule 1,129,Single Strata Unit/Villa Unit/Townhouse,2.0,2.0,510000.0,2010,2015-05-08,
16071464,4/63 PARK STREET PASCOE VALE VIC 3044,4/63 PARK STREET ,63,PARK STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72406396,144.92317046,UNIT,Owner Occupied,General Residential Zone - Schedule 1,146,Single Strata Unit/Villa Unit/Townhouse,3.0,2.0,745000.0,2010,2018-07-09,Hodges Ascot Vale - Ascot Vale
47793934,66 PARK STREET PASCOE VALE VIC 3044,66 PARK STREET ,66,PARK STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72312204,144.92354609,OTHER,,,211,Single Strata Unit/Villa Unit/Townhouse,,,,,,
47793931,2/66 PARK STREET PASCOE VALE VIC 3044,2/66 PARK STREET ,66,PARK STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72312204,144.92354609,HOUSE,Rented,,157,Single Strata Unit/Villa Unit/Townhouse,3.0,2.0,810000.0,2020,2024-10-25,Nelson Alexander - Pascoe Vale
47793932,3/66 PARK STREET PASCOE VALE VIC 3044,3/66 PARK STREET ,66,PARK STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72312204,144.92354609,UNIT,Rented,,123,Strata Unit or Flat  (Unspecified),2.0,2.0,375000.0,2019,2023-09-27,
47793933,4/66 PARK STREET PASCOE VALE VIC 3044,4/66 PARK STREET ,66,PARK STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72312204,144.92354609,UNIT,Rented,,141,Strata Unit or Flat  (Unspecified),3.0,2.0,690000.0,,2019-11-22,Nelson Alexander Pascoe Vale
43917988,79 PARK STREET PASCOE VALE VIC 3044,79 PARK STREET ,79,PARK STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72279723,144.92271087,OTHER,,General Residential Zone - Schedule 1,213,Single Strata Unit/Villa Unit/Townhouse,,,,,,
15943039,1/79 PARK STREET PASCOE VALE VIC 3044,1/79 PARK STREET ,79,PARK STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72279723,144.92271087,UNIT,Owner Occupied,General Residential Zone - Schedule 1,152,Single Strata Unit/Villa Unit/Townhouse,2.0,1.0,655000.0,2012,2017-06-03,Barry Plant Coburg
15593914,3/79 PARK STREET PASCOE VALE VIC 3044,3/79 PARK STREET ,79,PARK STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72279723,144.92271087,UNIT,Rented,General Residential Zone - Schedule 1,143,Single Strata Unit/Villa Unit/Townhouse,2.0,1.0,532000.0,2011,2019-10-10,Eview Group - C+M Residential
15812416,4/79 PARK STREET PASCOE VALE VIC 3044,4/79 PARK STREET ,79,PARK STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72279723,144.92271087,UNIT,Owner Occupied,General Residential Zone - Schedule 1,132,Single Strata Unit/Villa Unit/Townhouse,2.0,1.0,440000.0,2011,2010-07-22,
12483404,1/83 PARK STREET PASCOE VALE VIC 3044,1/83 PARK STREET ,83,PARK STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72248022,144.92259605,UNIT,Rented,General Residential Zone - Schedule 1,234,Single Strata Unit/Villa Unit/Townhouse,2.0,1.0,455000.0,2007,2015-06-24,LJ Hooker South Morang
12483409,3/83 PARK STREET PASCOE VALE VIC 3044,3/83 PARK STREET ,83,PARK STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72248022,144.92259605,UNIT,Owner Occupied,General Residential Zone - Schedule 1,120,Single Strata Unit/Villa Unit/Townhouse,2.0,1.0,560000.0,2007,2018-02-24,Barry Plant - Coburg
43942637,91 PARK STREET PASCOE VALE VIC 3044,91 PARK STREET ,91,PARK STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72184707,144.92236666,OTHER,,General Residential Zone - Schedule 1,352,Single Strata Unit/Villa Unit/Townhouse,,,,,,
12483432,1/91 PARK STREET PASCOE VALE VIC 3044,1/91 PARK STREET ,91,PARK STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72184707,144.92236666,UNIT,Owner Occupied,General Residential Zone - Schedule 1,119,Single Strata Unit/Villa Unit/Townhouse,2.0,1.0,380000.0,1970,2017-03-09,
12483431,2/91 PARK STREET PASCOE VALE VIC 3044,2/91 PARK STREET ,91,PARK STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72184707,144.92236666,UNIT,Rented,General Residential Zone - Schedule 1,112,Single Strata Unit/Villa Unit/Townhouse,2.0,1.0,490000.0,1980,2017-12-08,Nelson Alexander Pascoe Vale
50442723,PARKER STREET PASCOE VALE VIC 3044,PARKER STREET ,,PARKER STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.73082578,144.92773538,OTHER,,,108,Strata Unit or Flat  (Unspecified),,,,,,
51161842,PARKER STREET PASCOE VALE VIC 3044,PARKER STREET ,,PARKER STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.73174099,144.92703932,OTHER,,,221,Single Strata Unit/Villa Unit/Townhouse,,,,,,
50442717,1/3 PARKER STREET PASCOE VALE VIC 3044,1/3 PARKER STREET ,3,PARKER STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.73082578,144.92773538,HOUSE,Owner Occupied,,79,Single Strata Unit/Villa Unit/Townhouse,2.0,2.0,688000.0,2022,2022-10-17,The Realest Estate
50442718,2/3 PARKER STREET PASCOE VALE VIC 3044,2/3 PARKER STREET ,3,PARKER STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.73082578,144.92773538,UNIT,Rented,,108,Strata Unit or Flat  (Unspecified),3.0,,780000.0,,2021-09-15,The Realest Estate
50442720,4/3 PARKER STREET PASCOE VALE VIC 3044,4/3 PARKER STREET ,3,PARKER STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.73082578,144.92773538,UNIT,Rented,,71,Strata Unit or Flat  (Unspecified),3.0,3.0,688000.0,2022,2023-02-22,The Realest Estate
50442721,5/3 PARKER STREET PASCOE VALE VIC 3044,5/3 PARKER STREET ,3,PARKER STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.73082578,144.92773538,HOUSE,Owner Occupied,,60,Single Strata Unit/Villa Unit/Townhouse,2.0,1.0,606888.0,2022,2022-11-29,The Realest Estate
50442722,6/3 PARKER STREET PASCOE VALE VIC 3044,6/3 PARKER STREET ,3,PARKER STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.73082578,144.92773538,HOUSE,Owner Occupied,,88,Strata Unit or Flat  (Unspecified),2.0,2.0,595000.0,2022,2022-12-10,The Realest Estate
12483475,1/12 PARKER STREET PASCOE VALE VIC 3044,1/12 PARKER STREET ,12,PARKER STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.73134514,144.92715057,UNIT,Rented,General Residential Zone - Schedule 1,269,Strata Unit or Flat  (Unspecified),2.0,1.0,360000.0,2009,2007-08-25,Ray White Pascoe Vale
12483472,2/12 PARKER STREET PASCOE VALE VIC 3044,2/12 PARKER STREET ,12,PARKER STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.73134514,144.92715057,UNIT,Rented,General Residential Zone - Schedule 1,220,Single Strata Unit/Villa Unit/Townhouse,3.0,1.0,440000.0,2003,2013-08-31,Barry Plant
12483485,1/14 PARKER STREET PASCOE VALE VIC 3044,1/14 PARKER STREET ,14,PARKER STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.73152712,144.92694891,UNIT,Rented,General Residential Zone - Schedule 1,232,Strata Unit or Flat  (Unspecified),2.0,1.0,330000.0,2000,2007-06-26,Nalex Pascoe Vale
12483487,2/14 PARKER STREET PASCOE VALE VIC 3044,2/14 PARKER STREET ,14,PARKER STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.73152712,144.92694891,UNIT,Rented,General Residential Zone - Schedule 1,172,Single Strata Unit/Villa Unit/Townhouse,2.0,1.0,521000.0,1990,2016-07-02,Barry Plant Coburg
12483506,10/14 PARKER STREET PASCOE VALE VIC 3044,10/14 PARKER STREET ,14,PARKER STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.73152712,144.92694891,UNIT,Rented,General Residential Zone - Schedule 1,171,Strata Unit or Flat  (Unspecified),2.0,1.0,640000.0,1995,2020-01-20,Upside - National
51161838,1/18 PARKER STREET PASCOE VALE VIC 3044,1/18 PARKER STREET ,18,PARKER STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.73174099,144.92703932,UNIT,Rented,,119,Single Strata Unit/Villa Unit/Townhouse,2.0,,620000.0,,2024-05-06,
51078156,1/18 PARKER STREET PASCOE VALE VIC 3044,1/18 PARKER STREET ,18,PARKER STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.73174099,144.92703932,HOUSE,Owner Occupied,,154,Single Strata Unit/Villa Unit/Townhouse,2.0,1.0,620000.0,2021,2024-05-06,
51078160,2/18 PARKER STREET PASCOE VALE VIC 3044,2/18 PARKER STREET ,18,PARKER STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.73174099,144.92703932,UNIT,Rented,,154,Single Strata Unit/Villa Unit/Townhouse,2.0,1.0,620000.0,,2024-05-06,
51078159,3/18 PARKER STREET PASCOE VALE VIC 3044,3/18 PARKER STREET ,18,PARKER STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.73174099,144.92703932,UNIT,Rented,,154,Single Strata Unit/Villa Unit/Townhouse,2.0,,620000.0,,2024-05-06,
12483514,4/18 PARKER STREET PASCOE VALE VIC 3044,4/18 PARKER STREET ,18,PARKER STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.73174099,144.92703932,UNIT,Rented,General Residential Zone - Schedule 1,154,Single Strata Unit/Villa Unit/Townhouse,2.0,1.0,620000.0,2014,2024-05-06,
37418577,PASCOE STREET PASCOE VALE VIC 3044,PASCOE STREET ,,PASCOE STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.71554796,144.93473155,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,16,Single Strata Unit/Villa Unit/Townhouse,2.0,1.0,450000.0,1970,2018-09-11,Purplebricks - Victoria
51977532,PASCOE STREET PASCOE VALE VIC 3044,PASCOE STREET ,,PASCOE STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.71670267,144.93551725,OTHER,,,246,Strata Unit or Flat  (Unspecified),,,,,,
12483553,3/1 PASCOE STREET PASCOE VALE VIC 3044,3/1 PASCOE STREET ,1,PASCOE STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.71678422,144.93627326,UNIT,Rented,Commercial 1 Zone,115,Strata Unit or Flat  (Unspecified),,,83500.0,2008,1995-04-17,
15406424,1/3 PASCOE STREET PASCOE VALE VIC 3044,1/3 PASCOE STREET ,3,PASCOE STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.71674163,144.93596396,UNIT,Rented,Commercial 1 Zone,749,Single Strata Unit/Villa Unit/Townhouse,2.0,1.0,395000.0,2010,2018-11-09,Biggin & Scott - Inner North
15464530,7/3 PASCOE STREET PASCOE VALE VIC 3044,7/3 PASCOE STREET ,3,PASCOE STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.71674163,144.93596396,UNIT,Rented,Commercial 1 Zone,749,Strata Unit or Flat  (Unspecified),2.0,1.0,340000.0,2010,2009-05-18,
15476763,10/3 PASCOE STREET PASCOE VALE VIC 3044,10/3 PASCOE STREET ,3,PASCOE STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.71674163,144.93596396,UNIT,Rented,Commercial 1 Zone,749,Single Strata Unit/Villa Unit/Townhouse,2.0,1.0,385000.0,2010,2019-07-03,Nelson Alexander - Keilor East
15546281,12/3 PASCOE STREET PASCOE VALE VIC 3044,12/3 PASCOE STREET ,3,PASCOE STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.71674163,144.93596396,UNIT,Rented,Commercial 1 Zone,749,Strata Unit or Flat  (Unspecified),2.0,1.0,330000.0,2010,2009-07-23,
16313880,4/9 PASCOE STREET PASCOE VALE VIC 3044,4/9 PASCOE STREET ,9,PASCOE STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.71673467,144.93574867,HOUSE,Rented,Commercial 1 Zone,991,Single Strata Unit/Villa Unit/Townhouse,2.0,1.0,437000.0,2013,2017-02-25,
16281438,9/9 PASCOE STREET PASCOE VALE VIC 3044,9/9 PASCOE STREET ,9,PASCOE STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.71673467,144.93574867,UNIT,Rented,Commercial 1 Zone,991,Strata Unit or Flat  (Unspecified),2.0,1.0,421000.0,2013,2010-09-01,
16330839,10/9 PASCOE STREET PASCOE VALE VIC 3044,10/9 PASCOE STREET ,9,PASCOE STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.71673467,144.93574867,UNIT,Rented,Commercial 1 Zone,991,Strata Unit or Flat  (Unspecified),,1.0,377500.0,2013,2013-02-14,
16478238,11/9 PASCOE STREET PASCOE VALE VIC 3044,11/9 PASCOE STREET ,9,PASCOE STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.71673467,144.93574867,UNIT,Rented,Commercial 1 Zone,991,Strata Unit or Flat  (Unspecified),2.0,1.0,420000.0,2013,2012-05-11,
16770075,18/9 PASCOE STREET PASCOE VALE VIC 3044,18/9 PASCOE STREET ,9,PASCOE STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.71673467,144.93574867,UNIT,Rented,Commercial 1 Zone,991,Strata Unit or Flat  (Unspecified),2.0,1.0,460000.0,2013,2013-11-19,
51977533,1/11 PASCOE STREET PASCOE VALE VIC 3044,1/11 PASCOE STREET ,11,PASCOE STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.71670267,144.93551725,UNIT,Rented,,106,Strata Unit or Flat  (Unspecified),3.0,3.0,1065000.0,2023,2021-11-13,
51977535,2/11 PASCOE STREET PASCOE VALE VIC 3044,2/11 PASCOE STREET ,11,PASCOE STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.71670267,144.93551725,UNIT,Rented,,78,Single Strata Unit/Villa Unit/Townhouse,3.0,2.0,760000.0,,2022-02-08,
51977536,3/11 PASCOE STREET PASCOE VALE VIC 3044,3/11 PASCOE STREET ,11,PASCOE STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.71670267,144.93551725,HOUSE,Rented,,78,Strata Unit or Flat  (Unspecified),3.0,2.0,785000.0,,2022-03-08,
51977537,4/11 PASCOE STREET PASCOE VALE VIC 3044,4/11 PASCOE STREET ,11,PASCOE STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.71670267,144.93551725,UNIT,Rented,,78,Strata Unit or Flat  (Unspecified),3.0,2.0,750000.0,2023,2024-04-16,
51977538,5/11 PASCOE STREET PASCOE VALE VIC 3044,5/11 PASCOE STREET ,11,PASCOE STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.71670267,144.93551725,HOUSE,Rented,,78,Strata Unit or Flat  (Unspecified),3.0,2.0,749000.0,2024,2024-03-28,
51977539,6/11 PASCOE STREET PASCOE VALE VIC 3044,6/11 PASCOE STREET ,11,PASCOE STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.71670267,144.93551725,OTHER,,,79,Single Strata Unit/Villa Unit/Townhouse,,,795000.0,,2022-06-14,
51977534,7/11 PASCOE STREET PASCOE VALE VIC 3044,7/11 PASCOE STREET ,11,PASCOE STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.71670267,144.93551725,HOUSE,Rented,,128,Strata Unit or Flat  (Unspecified),3.0,2.0,765000.0,,2022-01-28,
12483573,2/12 PASCOE STREET PASCOE VALE VIC 3044,2/12 PASCOE STREET ,12,PASCOE STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.71557026,144.9349373,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,130,Single Strata Unit/Villa Unit/Townhouse,2.0,1.0,327000.0,1985,2014-08-12,Marston & Cook Real Estate Flemington
12483575,3/12 PASCOE STREET PASCOE VALE VIC 3044,3/12 PASCOE STREET ,12,PASCOE STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.71557026,144.9349373,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,110,Single Strata Unit/Villa Unit/Townhouse,2.0,1.0,310000.0,1985,2014-01-18,Ypa Estate Agents Glenroy
12483577,4/12 PASCOE STREET PASCOE VALE VIC 3044,4/12 PASCOE STREET ,12,PASCOE STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.71557026,144.9349373,UNIT,Government Owned - Other,Neighbourhood Residential Zone - Schedule 1,122,Strata Unit or Flat  (Unspecified),2.0,,125000.0,1985,1999-05-10,
12483581,6/12 PASCOE STREET PASCOE VALE VIC 3044,6/12 PASCOE STREET ,12,PASCOE STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.71557026,144.9349373,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,111,Strata Unit or Flat  (Unspecified),2.0,1.0,210000.0,1970,2004-07-02,
12483585,7/12 PASCOE STREET PASCOE VALE VIC 3044,7/12 PASCOE STREET ,12,PASCOE STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.71557026,144.9349373,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,109,Single Strata Unit/Villa Unit/Townhouse,2.0,1.0,390000.0,1988,2019-11-14,
12483595,12/12 PASCOE STREET PASCOE VALE VIC 3044,12/12 PASCOE STREET ,12,PASCOE STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.71557026,144.9349373,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,177,Strata Unit or Flat  (Unspecified),2.0,1.0,145000.0,1985,2000-01-22,
12483599,1/14 PASCOE STREET PASCOE VALE VIC 3044,1/14 PASCOE STREET ,14,PASCOE STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.71554796,144.93473155,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,107,Strata Unit or Flat  (Unspecified),2.0,1.0,435000.0,1960,2017-08-30,RT Edgar Manningham
14787454,5/14 PASCOE STREET PASCOE VALE VIC 3044,5/14 PASCOE STREET ,14,PASCOE STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.71554796,144.93473155,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,110,Strata Unit or Flat  (Unspecified),2.0,1.0,79000.0,1970,1993-02-15,
12483616,6/14 PASCOE STREET PASCOE VALE VIC 3044,6/14 PASCOE STREET ,14,PASCOE STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.71554796,144.93473155,COMMERCIAL,,Neighbourhood Residential Zone - Schedule 1,108,Strata Unit or Flat  (Unspecified),2.0,1.0,200000.0,1975,2006-11-09,
12483609,7/14 PASCOE STREET PASCOE VALE VIC 3044,7/14 PASCOE STREET ,14,PASCOE STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.71554796,144.93473155,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,110,Strata Unit or Flat  (Unspecified),2.0,,120000.0,1970,2000-01-31,
12483603,8/14 PASCOE STREET PASCOE VALE VIC 3044,8/14 PASCOE STREET ,14,PASCOE STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.71554796,144.93473155,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,108,Strata Unit or Flat  (Unspecified),2.0,1.0,75000.0,1970,1996-06-12,
12483618,9/14 PASCOE STREET PASCOE VALE VIC 3044,9/14 PASCOE STREET ,14,PASCOE STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.71554796,144.93473155,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,110,Strata Unit or Flat  (Unspecified),3.0,2.0,395000.0,2006,2017-06-21,
15594560,10/14 PASCOE STREET PASCOE VALE VIC 3044,10/14 PASCOE STREET ,14,PASCOE STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.71554796,144.93473155,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,107,Single Strata Unit/Villa Unit/Townhouse,2.0,1.0,484000.0,1970,2023-03-28,Nelson Alexander Pascoe Vale
15594559,11/14 PASCOE STREET PASCOE VALE VIC 3044,11/14 PASCOE STREET ,14,PASCOE STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.71554796,144.93473155,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,107,Single Strata Unit/Villa Unit/Townhouse,3.0,1.0,515000.0,1970,2024-11-26,Nelson Alexander - Pascoe Vale
15594558,13/14 PASCOE STREET PASCOE VALE VIC 3044,13/14 PASCOE STREET ,14,PASCOE STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.71554796,144.93473155,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,143,Strata Unit or Flat  (Unspecified),2.0,1.0,285000.0,1985,2009-03-19,
17591817,G01/15 PASCOE STREET PASCOE VALE VIC 3044,G01/15 PASCOE STREET ,15,PASCOE STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.71665652,144.93509024,UNIT,Rented,Commercial 1 Zone,2573,Strata Unit or Flat  (Unspecified),,1.0,410000.0,2016,2015-05-11,
17564000,G02/15 PASCOE STREET PASCOE VALE VIC 3044,G02/15 PASCOE STREET ,15,PASCOE STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.71665652,144.93509024,UNIT,Rented,Commercial 1 Zone,2573,Strata Unit or Flat  (Unspecified),2.0,2.0,528000.0,2015,2019-11-23,Barry Plant Coburg
17563956,G03/15 PASCOE STREET PASCOE VALE VIC 3044,G03/15 PASCOE STREET ,15,PASCOE STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.71665652,144.93509024,UNIT,Rented,Commercial 1 Zone,2573,Strata Unit or Flat  (Unspecified),,1.0,403000.0,2016,2015-11-24,
17604680,G05/15 PASCOE STREET PASCOE VALE VIC 3044,G05/15 PASCOE STREET ,15,PASCOE STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.71665652,144.93509024,UNIT,Rented,Commercial 1 Zone,2573,Strata Unit or Flat  (Unspecified),,1.0,405000.0,2016,2015-10-04,
17563955,G07/15 PASCOE STREET PASCOE VALE VIC 3044,G07/15 PASCOE STREET ,15,PASCOE STREET,PASCOE VALE,MERRI-BEK,VIC,3044,-37.71665652,144.93509024,UNIT,Rented,Commercial 1 Zone,2573,Strata Unit or Flat  (Unspecified),,1.0,402000.0,2016,2015-12-22,
